Key,Frequency 1,Frequency 2,Phase Shift 1,Phase Shift 2
6,1477,770,1.1435397259066848,2.3656192681531145
*,1209,941,2.752035164544659,4.024380189248525
8,1336,852,4.4704863460582756,3.0316369107141505
0,1336,941,4.206592563156733,0.8230972752405259
9,1477,852,4.347964232568274,5.579468552775473
4,1209,770,4.150043895392117,5.9501764858990684
2,1336,697,0.35814156250923646,5.447521661324702
2,1336,697,4.483052716672635,1.8755308141931066
8,1336,852,5.918760559363171,4.533318199130072
4,1209,770,4.618141200776996,0.5874778262212913
9,1477,852,0.7162831250184729,5.733406592801373
7,1209,852,2.020044076258237,5.833937557716246
7,1209,852,5.026548245743669,5.899911003441632
0,1336,941,4.153185488045707,1.8880971848074657
1,1209,697,4.325973083993145,6.08526497000343
9,1477,852,5.598318108697011,3.3049554715764624
2,1336,697,0.9519025740377074,1.2880529879718152
2,1336,697,3.1070351344003058,3.9489819655623704
4,1209,770,2.5886723465579897,2.7300440159695305
6,1477,770,1.6493361431346414,0.6251769380643689
3,1477,697,3.540574920595697,2.563539605329271
5,1336,770,0.5843362335677016,1.1938052083641215
8,1336,852,5.827654372409066,3.151017431550563
#,1477,941,2.4347343065320897,2.0703095587156737
0,1336,941,4.247433267653401,2.8808404633418405
#,1477,941,4.429645641561609,4.413937678293659
0,1336,941,2.7991590543485056,2.5415484567541426
3,1477,697,4.4045129003328904,3.967831521483909
3,1477,697,3.920707631680062,1.1969468010177113
6,1477,770,5.805663223833938,4.486194309326224
3,1477,697,4.187743007235195,0.7005751617505239
8,1336,852,2.315353785695678,0.40526545231308336
2,1336,697,6.192079120225483,5.969026041820607
#,1477,941,5.585751738082653,4.244291674999811
6,1477,770,3.861017371261856,0.4146902302738527
4,1209,770,3.5939819957067236,0.9801769079200155
5,1336,770,5.064247357586747,1.567654734141307
#,1477,941,1.0555751316061706,3.8421678153403174
5,1336,770,2.0326104468725963,5.497787143782138
4,1209,770,0.17278759594743864,2.1771237089377267
0,1336,941,1.1655308744818134,0.27331856086231204
*,1209,941,6.160663193689585,2.566681197982861
7,1209,852,4.266282823574939,2.422167935917731
1,1209,697,4.630707571391356,1.6964600329384885
5,1336,770,3.0630528372500483,0.5592034923389833
*,1209,941,3.248406803811846,0.6565928646002668
4,1209,770,3.1478758388969728,5.230751768227006
6,1477,770,4.187743007235195,1.441991027997715
9,1477,852,2.371902453460294,1.2629202467430969
#,1477,941,4.693539424463151,1.731017552127976
*,1209,941,3.813893481458009,4.024380189248525
#,1477,941,6.192079120225483,1.4639821765728436
5,1336,770,5.218185397612647,3.8830085198369844
8,1336,852,5.1553535445408505,1.8629644435787474
7,1209,852,0.7445574589007811,1.5833626974092558
3,1477,697,6.009866746317274,3.666238626739289
2,1336,697,0.7791149780902688,6.258052565950869
4,1209,770,1.8409732950036188,4.385663344411351
4,1209,770,4.294557157457247,0.8796459430051421
*,1209,941,2.8714156853810713,5.1993358416911075
2,1336,697,2.1959732648592656,1.228362727553609
9,1477,852,3.7070793312359562,4.969999577979053
7,1209,852,2.6954864967800427,5.482079180514189
1,1209,697,5.315574769873931,0.4900884539600078
4,1209,770,5.526061477664446,0.4084070449666731
5,1336,770,4.39822971502571,5.450663253978291
*,1209,941,5.796238445873168,2.8085838323092753
5,1336,770,5.362698659677777,5.9501764858990684
5,1336,770,4.266282823574939,4.391946529718531
2,1336,697,4.247433267653401,1.1372565405995052
0,1336,941,0.9801769079200155,4.454778382790327
3,1477,697,4.030663374555705,5.871636669559324
0,1336,941,4.517610235862123,3.3960616585305665
6,1477,770,0.4084070449666731,1.0053096491487339
*,1209,941,4.3448226399146845,3.1258846903218442
6,1477,770,0.5717698629533424,4.508185457901353
6,1477,770,4.395088122372121,2.4378758991856797
6,1477,770,0.471238898038469,2.0860175219836226
8,1336,852,1.4953981031087415,5.516636699703677
5,1336,770,2.1959732648592656,3.056769651942869
3,1477,697,3.028495318060561,3.540574920595697
3,1477,697,0.9801769079200155,1.4388494353441252
6,1477,770,1.4105751014618173,3.006504169485432
*,1209,941,3.179291765432871,1.338318470429252
3,1477,697,0.11623892818282235,2.368760860806704
0,1336,941,5.859070298944965,1.3885839528866886
9,1477,852,3.1070351344003058,3.1227430976682546
2,1336,697,0.43353978619539146,0.9173450548482196
0,1336,941,3.926990816987242,4.049512930477244
2,1336,697,1.0587167242597604,2.5446900494077327
#,1477,941,3.2923891009621036,3.4588935116023625
4,1209,770,2.7646015351590183,1.7435839227423353
1,1209,697,3.2452652111582565,2.305929007734908
1,1209,697,5.494645551128548,0.5152211951887261
5,1336,770,3.19499972870082,4.8537606497962305
7,1209,852,3.176150172779281,3.2923891009621036
0,1336,941,3.889291705144164,3.9489819655623704
3,1477,697,5.334424325795469,0.44610615680975063
5,1336,770,3.223274062583128,0.44924774946334045
8,1336,852,5.877919854866503,4.775220833456486
2,1336,697,5.186769471076749,5.189911063730339
2,1336,697,5.557477404200345,5.648583591154448
9,1477,852,4.9417252440967445,5.755397741376501
9,1477,852,3.3992032511841566,2.9122563898777383
1,1209,697,3.738495257771854,5.01084028247572
1,1209,697,3.4117696217985154,4.479911124019045
7,1209,852,5.3312827331418795,1.002168056495144
7,1209,852,5.343849103756239,3.4840262528310806
6,1477,770,4.401371307679301,1.731017552127976
9,1477,852,3.389778473223387,3.204424506661589
2,1336,697,0.21362830044410594,5.667433147075987
1,1209,697,0.5592034923389833,2.88712364864902
9,1477,852,2.368760860806704,2.8965484266097894
8,1336,852,0.9267698328089891,3.7950439255364703
7,1209,852,0.8670795723907829,0.2858849314766712
6,1477,770,5.299866806605982,3.3992032511841566
#,1477,941,2.689203311472863,5.5669021821611135
5,1336,770,1.1938052083641215,2.3310617489636267
6,1477,770,1.080707872834889,5.409822549481624
2,1336,697,0.9204866475018094,1.6681856990561803
8,1336,852,0.5717698629533424,3.826459852072368
*,1209,941,4.812919945299563,3.719645701850315
7,1209,852,0.02827433388230814,5.340707511102648
5,1336,770,6.013008338970864,2.1834068942449063
9,1477,852,1.2566370614359172,0.7068583470577035
9,1477,852,4.049512930477244,2.7834510910805568
6,1477,770,3.160442209511332,5.865353484252144
6,1477,770,5.664291554422397,2.3907520093818326
8,1336,852,2.466150233067988,5.3689818449849565
5,1336,770,1.1686724671354032,3.612831551628262
0,1336,941,4.8160615379531535,4.571017310973149
9,1477,852,4.439070419522378,4.583583681587508
#,1477,941,3.3772121026090276,4.143760710084937
4,1209,770,4.988849133900592,0.7948229413582177
8,1336,852,1.7435839227423353,0.21362830044410594
5,1336,770,4.9417252440967445,3.6191147369354417
8,1336,852,5.356415474370597,2.155132560362598
4,1209,770,0.5340707511102648,3.7353536651182644
*,1209,941,4.219158933771093,1.2095131716320704
#,1477,941,5.576326960121883,0.6283185307179586
1,1209,697,6.100972933271379,0.01884955592153876
1,1209,697,2.9122563898777383,2.8902652413026098
7,1209,852,0.6000441968356505,5.387831400906496
9,1477,852,1.5550883635269477,6.22977823206856
0,1336,941,1.473406954533613,2.4975661596038856
7,1209,852,2.5509732347149123,1.3131857292005336
5,1336,770,1.8535396656179781,4.577300496280329
3,1477,697,4.6621234979272534,4.087212042320321
0,1336,941,1.9540706305328515,0.08796459430051422
2,1336,697,0.5497787143782138,6.091548155310609
3,1477,697,0.9079202768874503,1.1655308744818134
6,1477,770,4.442212012175967,1.2660618393966867
7,1209,852,0.10053096491487339,5.218185397612647
3,1477,697,5.2653092874164935,2.786592683734147
0,1336,941,4.926017280828796,0.7822565707438586
*,1209,941,3.7793359622685214,3.8673005565690355
9,1477,852,1.1121237993707869,4.586725274241099
7,1209,852,4.812919945299563,5.296725213952391
0,1336,941,2.6923449041264527,2.8085838323092753
5,1336,770,5.47579599520701,0.5749114556069321
2,1336,697,2.4410174918392693,1.2692034320502765
*,1209,941,3.2358404331974873,0.7414158662471912
*,1209,941,2.635796236361837,4.25371645296058
4,1209,770,1.306902543893354,5.356415474370597
8,1336,852,4.863185427757,2.321636971002857
2,1336,697,5.218185397612647,5.218185397612647
9,1477,852,1.6838936623241292,0.1382300767579509
4,1209,770,5.4789375878605995,4.545884569744431
5,1336,770,5.815088001794708,2.839999758845173
4,1209,770,5.730265000147783,6.217211861454201
2,1336,697,1.4231414720761764,1.4325662500369458
8,1336,852,2.3624776754995245,0.7979645340118074
3,1477,697,0.8388052385084748,4.476769531365456
#,1477,941,1.5236724369910497,2.4692918257215775
0,1336,941,0.7634070148223198,1.9100883333825944
7,1209,852,5.180486285769569,3.509158994059799
*,1209,941,1.4514158059584845,2.3279201563100367
6,1477,770,1.124690169985146,3.49659262344544
6,1477,770,4.4045129003328904,3.3332298054587706
3,1477,697,1.4168582867689967,5.833937557716246
4,1209,770,3.207566099315179,0.8199556825869361
6,1477,770,3.223274062583128,1.9949113350295187
6,1477,770,1.806415775814131,4.325973083993145
8,1336,852,1.9289378893041331,0.4366813788489813
2,1336,697,3.8578757786082662,4.040088152516474
3,1477,697,5.346990696409828,1.2849113953182254
5,1336,770,3.301813878922873,3.3834952879162072
6,1477,770,1.2440706908215582,5.340707511102648
7,1209,852,0.5843362335677016,0.9236282401553992
5,1336,770,5.758539334030091,5.972167634474197
8,1336,852,0.6188937527571893,3.1384510609362035
2,1336,697,0.9864600932271951,3.151017431550563
*,1209,941,3.100751949093126,0.5340707511102648
1,1209,697,0.5057964172279568,0.4366813788489813
1,1209,697,1.140398133253095,5.290442028645212
8,1336,852,5.105088062083414,4.527035013822892
#,1477,941,5.554335811546754,5.827654372409066
0,1336,941,6.025574709585223,1.7718582566246435
1,1209,697,2.811725424962865,0.6785840131753954
1,1209,697,6.063273821428301,1.5990706606772047
*,1209,941,2.563539605329271,1.0618583169133502
9,1477,852,1.3414600630828417,0.11623892818282235
9,1477,852,4.599291644855457,0.034557519189487726
#,1477,941,4.040088152516474,3.5342917352885173
#,1477,941,5.77738888995163,0.9047786842338604
1,1209,697,4.008672225980576,2.296504229774139
7,1209,852,3.6442474781641603,0.24818581963359368
#,1477,941,5.8842030401736825,1.2880529879718152
4,1209,770,4.85690224244982,1.0681415022205296
8,1336,852,1.1906636157105317,5.130220803312133
3,1477,697,3.330088212805181,6.245486195336509
#,1477,941,4.065220893745193,2.7834510910805568
#,1477,941,1.8818139995002863,6.072698599389071
8,1336,852,1.6587609210954108,4.498760679940584
9,1477,852,1.6619025137490007,3.8515925933010866
8,1336,852,0.8168140899333463,0.45553093477052004
*,1209,941,5.356415474370597,5.092521691469055
3,1477,697,5.293583621298802,6.267477343911637
3,1477,697,3.2892475083085135,4.040088152516474
3,1477,697,0.5183627878423159,5.881061447520093
5,1336,770,3.6253979222426214,3.703937738582366
*,1209,941,5.645441998500859,4.863185427757
7,1209,852,3.006504169485432,5.252742916802134
5,1336,770,1.4859733251479723,2.3342033416172163
2,1336,697,3.6191147369354417,5.315574769873931
9,1477,852,3.6002651810139032,3.864158963915446
2,1336,697,2.463008640414398,3.873583741876215
1,1209,697,4.068362486398782,5.337565918449059
3,1477,697,2.356194490192345,0.34871678454846705
3,1477,697,5.915618966709581,1.6179202165987436
5,1336,770,3.355220954033899,2.3750440461138838
5,1336,770,1.1906636157105317,0.20420352248333656
8,1336,852,4.0212385965949355,3.135309468282614
4,1209,770,5.023406653090079,3.4149112144521054
6,1477,770,2.349911304885165,5.422388920095983
5,1336,770,6.270618936565228,6.210928676147021
5,1336,770,3.722787294503905,4.071504079052372
0,1336,941,1.5268140296446395,1.0964158361028378
*,1209,941,3.4588935116023625,5.334424325795469
4,1209,770,2.645221014322606,1.6681856990561803
3,1477,697,2.9845130209103035,3.028495318060561
8,1336,852,4.574158903626739,4.7092473877311
8,1336,852,1.06499990956694,1.0304423903774522
5,1336,770,5.189911063730339,6.151238415728815
1,1209,697,3.160442209511332,4.134335932124168
2,1336,697,0.578053048260522,5.142787173926491
8,1336,852,3.970973114137499,1.0712830948741194
*,1209,941,1.3917255455402784,3.782477554922111
3,1477,697,4.605574830162637,0.07853981633974483
5,1336,770,3.9458403729087803,4.241150082346221
3,1477,697,2.1362830044410592,1.611637031291564
5,1336,770,3.889291705144164,1.6964600329384885
#,1477,941,0.8607963870836034,2.0169024836046474
6,1477,770,5.400397771520855,2.839999758845173
6,1477,770,1.1026990214100174,2.412743157956961
9,1477,852,1.944645852572082,4.1688934513136555
2,1336,697,2.4692918257215775,5.645441998500859
8,1336,852,1.5079644737231008,4.435928826868788
#,1477,941,5.086238506161876,2.7394687939302997
6,1477,770,2.3467697122315756,5.494645551128548
8,1336,852,0.11309733552923255,0.8356636458548851
5,1336,770,2.3813272314210634,4.71553057303828
2,1336,697,0.06283185307179587,4.674689868541613
7,1209,852,1.033583983031042,0.9361946107697584
2,1336,697,2.6577873849369653,4.495619087286994
1,1209,697,4.743804906920588,2.2148228207808045
3,1477,697,1.9383626672649024,5.186769471076749
5,1336,770,0.9299114254625788,4.731238536306229
*,1209,941,0.5372123437638546,0.7791149780902688
1,1209,697,1.5865042900628457,2.082875929330033
1,1209,697,1.4922565104551517,1.1184069846779665
4,1209,770,5.328141140488289,2.456725455107218
0,1336,941,5.8465039283306055,5.378406622945726
9,1477,852,6.24234460268292,2.9153979825313283
6,1477,770,4.175176636620836,2.0703095587156737
*,1209,941,4.275707601535709,5.334424325795469
2,1336,697,4.464203160751096,4.033804967209295
2,1336,697,1.7592918860102842,2.3530528975387552
8,1336,852,0.8953539062730911,1.8032741831605414
*,1209,941,0.6377433086787281,6.107256118578558
#,1477,941,1.4199998794225865,0.10681415022205297
0,1336,941,0.1350884841043611,5.31871636252752
3,1477,697,4.731238536306229,0.9267698328089891
5,1336,770,4.71867216569187,6.072698599389071
6,1477,770,2.673495348204914,4.049512930477244
9,1477,852,2.349911304885165,0.7257079029792423
3,1477,697,2.538406864100553,6.239203010029329
9,1477,852,6.2077870834934314,2.4253095285713204
4,1209,770,4.567875718319559,3.9584067435231396
*,1209,941,0.5057964172279568,1.5299556222982293
2,1336,697,2.642079421669016,3.769911184307752
2,1336,697,3.528008549981338,1.0147344271095033
1,1209,697,0.11938052083641215,0.10367255756846318
4,1209,770,2.572964383290041,4.2788491941892985
8,1336,852,2.780309498426967,3.543716513249287
#,1477,941,1.643052957827462,1.793849405199772
4,1209,770,3.3049554715764624,3.7919023328828807
3,1477,697,3.556282883863646,5.764822519337271
1,1209,697,5.984734005088557,0.2858849314766712
4,1209,770,1.002168056495144,2.9970793915246627
4,1209,770,5.01084028247572,0.20106192982974677
7,1209,852,1.7749998492782333,2.2588051179310615
